-1300,0,3000,0,3000,0,3000,0,4350000.0
-300,1000,-1600,1000,-600,250,300,0,1350000.0
600,1000,-700,1000,-1500,1000,-600,0,2025700.0
-1400,1000,200,1000,-800,0,3000,0,2080000.0
-700,1000,-900,0,3000,0,3000,0,1750000.0
-200,0,3000,0,3000,0,3000,0,400000.0
-700,1000,-600,1000,-400,1000,-100,0,1650000.0
-100,0,3000,0,3000,0,3000,0,270000.0
-400,0,3000,0,3000,0,3000,0,570000.0
-1600,1000,-200,1000,-1000,0,3000,0,1660000.0
500,0,3000,0,3000,0,3000,0,-350000.0
-800,800,-100,0,3000,0,3000,0,1080000.0
0,0,3000,0,3000,0,3000,0,50000.0
100,1000,-400,1000,-400,1000,-200,0,200000.0
-500,1000,-600,1000,-100,1000,-200,0,1720000.0
-700,0,3000,0,3000,0,3000,0,810000.0
-100,1000,-300,1000,-300,1000,-600,0,909900.0
-200,0,3000,0,3000,0,3000,0,300000.0
300,0,3000,0,3000,0,3000,0,-150000.0
-1200,0,3000,0,3000,0,3000,0,1300000.0
-1400,1000,-900,1000,-1200,0,3000,0,3300000.0
-700,1000,-600,1000,-400,1000,-1200,0,2850200.0
-600,600,-300,600,-200,600,-300,0,760000.0
-1200,1000,-300,0,3000,0,3000,0,1422500.0
-200,1000,-1500,0,3000,0,3000,0,650000.0
-100,1000,-400,200,100,0,3000,0,220000.0
-600,1000,-200,0,3000,0,3000,0,792000.0
200,1000,-300,0,3000,0,3000,0,100000.0
-300,1000,-100,0,3000,0,3000,0,500000.0
-800,1000,-400,1000,-200,1000,-700,200,1250000.0
-300,1000,-300,1000,-500,1000,-200,0,790000.0
200,0,3000,0,3000,0,3000,0,10900.0
0,0,3000,0,3000,0,3000,0,160000.0
0,1000,-500,1000,-200,1000,-600,0,563300.0
-100,1000,-1200,0,3000,0,3000,0,700000.0
300,700,-200,700,-400,700,-300,300,-140000.0
-400,1000,-100,0,3000,0,3000,0,620000.0
-200,1000,-600,1000,0,1000,-300,300,820000.0
-400,1000,-200,1000,-100,1000,-400,0,900000.0
-400,0,3000,0,3000,0,3000,0,500000.0
-200,1000,0,0,3000,0,3000,0,300000.0
200,0,3000,0,3000,0,3000,0,-90000.0
-100,1000,-600,1000,-100,0,3000,0,100000.0
0,0,3000,0,3000,0,3000,0,100000.0
300,0,3000,0,3000,0,3000,0,-200000.0
200,0,3000,0,3000,0,3000,0,-150000.0
-200,1000,-500,1000,-200,0,3000,0,1150000.0
-100,0,3000,0,3000,0,3000,0,150000.0
-300,0,3000,0,3000,0,3000,0,360000.0
-1600,1000,-300,0,3000,0,3000,0,1974000.0
-1900,1000,-400,1000,-300,1000,0,0,2750000.0
200,0,3000,0,3000,0,3000,0,-150000.0
200,1000,-100,1000,-200,1000,-600,0,-50000.0
200,0,3000,0,3000,0,3000,0,0.0
-600,1000,-400,0,3000,0,3000,0,850000.0
0,1000,-400,1000,-500,200,-200,0,520000.0
200,0,3000,0,3000,0,3000,0,-144500.0
-100,800,0,0,3000,0,3000,0,70000.0
-600,1000,-200,1000,-500,0,3000,0,750000.0
-700,1000,-500,1000,-200,1000,-600,0,1750000.0
-400,0,3000,0,3000,0,3000,0,450000.0
-100,1000,-500,1000,-200,1000,-400,0,550000.0
-200,300,0,0,3000,0,3000,0,240000.0
-1000,0,3000,0,3000,0,3000,0,1100000.0
200,0,3000,0,3000,0,3000,0,-10700.0
100,1000,-500,1000,-300,1000,-100,0,130000.0
100,0,3000,0,3000,0,3000,0,30100.0
0,1000,-600,0,3000,0,3000,0,170000.0
-500,1000,-400,0,3000,0,3000,0,910000.0
-400,1000,-200,1000,-100,900,-300,0,600000.0
-200,1000,-400,0,3000,0,3000,0,618000.0
-1000,1000,-100,0,3000,0,3000,0,1230000.0
-400,1000,-300,1000,-500,0,3000,0,850000.0
0,0,3000,0,3000,0,3000,0,50000.0
0,1000,-100,0,3000,0,3000,0,99000.0
0,1000,-400,0,3000,0,3000,0,100000.0
-300,0,3000,0,3000,0,3000,0,400000.0
-400,0,3000,0,3000,0,3000,0,500000.0
200,0,3000,0,3000,0,3000,0,-100000.0
-400,1000,-100,1000,-400,700,-100,0,1100100.0
-100,1000,100,0,3000,0,3000,0,330000.0
-200,900,100,0,3000,0,3000,0,350000.0
-800,1000,-100,1000,-1200,1000,-400,0,1660000.0
100,1000,-200,0,3000,0,3000,0,21200.0
-900,700,0,0,3000,0,3000,0,930000.0
-200,0,3000,0,3000,0,3000,0,250000.0
100,1000,-100,0,3000,0,3000,0,300000.0
-500,0,3000,0,3000,0,3000,0,600000.0
100,0,3000,0,3000,0,3000,0,0.0
-100,1000,-700,0,3000,0,3000,0,950000.0
400,0,3000,0,3000,0,3000,0,-350000.0
-600,1000,-700,1000,-900,0,3000,0,1680000.0
-600,1000,-700,1000,-200,1000,200,0,1400000.0
100,1000,-400,1000,-500,1000,0,0,600000.0
-400,1000,-600,1000,-200,0,3000,0,1100000.0
-500,1000,-100,1000,-700,1000,-300,0,550000.0
-1100,1000,-800,1000,-100,0,3000,0,1950000.0
-400,1000,-300,1000,-700,1000,-100,0,1050000.0
-800,1000,-700,1000,-400,1000,-400,0,1400000.0
-300,1000,0,0,3000,0,3000,0,260000.0
0,0,3000,0,3000,0,3000,0,100000.0
-500,0,3000,0,3000,0,3000,0,600000.0
200,0,3000,0,3000,0,3000,0,-60000.0
-400,0,3000,0,3000,0,3000,0,550000.0
-600,1000,-300,0,3000,0,3000,0,900000.0
-100,1000,-200,200,0,200,-500,0,140000.0
-800,700,-100,0,3000,0,3000,0,950000.0
-700,1000,300,0,3000,0,3000,0,780000.0
400,0,3000,0,3000,0,3000,0,-200000.0
-300,1000,-300,1000,-300,1000,-600,100,1800000.0
-700,0,3000,0,3000,0,3000,0,820000.0
0,1000,0,1000,-600,1000,-200,0,1000000.0
-400,200,100,0,3000,0,3000,0,500000.0
0,0,3000,0,3000,0,3000,0,110000.0
100,0,3000,0,3000,0,3000,0,-50000.0
-100,1000,-400,1000,-200,0,3000,0,330000.0
-200,1000,-1200,1000,-100,1000,-100,0,1080000.0
-400,1000,-300,1000,-500,1000,-100,0,850000.0
0,1000,-200,1000,0,0,3000,0,150000.0
0,0,3000,0,3000,0,3000,0,100000.0
-100,1000,-300,1000,-200,1000,-600,0,930000.0
100,1000,-200,1000,-300,1000,0,0,450000.0
-400,1000,-400,0,3000,0,3000,0,1110000.0
-200,0,3000,0,3000,0,3000,0,300000.0
-100,1000,-500,1000,-400,1000,-100,0,728100.0
-300,1000,-200,1000,-500,1000,200,0,490000.0
-300,1000,-300,700,-100,700,-300,0,570000.0
-200,1000,-100,0,3000,0,3000,0,400000.0
-200,0,3000,0,3000,0,3000,0,250000.0
-400,600,-100,100,0,100,100,0,430000.0
-100,1000,-300,600,-200,0,3000,0,540000.0
300,0,3000,0,3000,0,3000,0,-250000.0
-700,1000,-200,1000,300,1000,-800,0,1252000.0
0,1000,100,0,3000,0,3000,0,20000.0
-500,1000,-100,1000,-200,1000,0,0,611100.0
200,1000,200,1000,-500,1000,100,0,-61000.0
-700,1000,-200,1000,-700,1000,0,450,1325000.0
300,0,3000,0,3000,0,3000,0,-150000.0
