-600,1000,100,1000,-200,1000,100,0,2118700.0
-1000,1000,-600,1000,-100,1000,-300,0,3312000.0
100,1000,0,1000,-500,1000,0,0,300000.0
-400,1000,-1200,1000,-400,0,3000,0,925700.0
-400,0,3000,0,3000,0,3000,0,510000.0
100,0,3000,0,3000,0,3000,0,100000.0
100,1000,-1600,1000,-300,1000,-200,0,2130000.0
100,1000,-600,1000,200,0,3000,0,402100.0
400,0,3000,0,3000,0,3000,0,-250000.0
-400,0,3000,0,3000,0,3000,0,608500.0
-900,1000,-100,1000,-800,1000,0,0,1603700.0
100,0,3000,0,3000,0,3000,0,140000.0
100,1000,-1200,1000,-400,600,100,0,1400000.0
-100,1000,-200,1000,100,0,3000,0,90000.0
400,1000,-300,1000,-900,1000,-400,0,1050000.0
-600,1000,-200,0,3000,0,3000,0,840000.0
100,0,3000,0,3000,0,3000,0,60000.0
-900,1000,0,1000,-800,1000,-500,0,1610000.0
0,0,3000,0,3000,0,3000,0,259900.0
-600,1000,-200,1000,-700,900,0,0,720000.0
-700,1000,-200,1000,-400,1000,-700,0,1600000.0
-600,1000,-500,1000,-300,0,3000,0,1150000.0
-400,900,-300,0,3000,0,3000,0,860000.0
200,0,3000,0,3000,0,3000,0,-100000.0
-300,0,3000,0,3000,0,3000,0,419000.0
-200,0,3000,0,3000,0,3000,0,250000.0
100,1000,-500,1000,-300,1000,0,0,460000.0
0,0,3000,0,3000,0,3000,0,100000.0
-300,1000,100,0,3000,0,3000,0,415400.0
200,1000,-200,1000,-700,1000,0,0,750000.0
-1600,1000,-700,0,3000,0,3000,0,2400000.0
-100,1000,-200,1000,-200,0,3000,0,760000.0
100,1000,-100,1000,100,1000,-700,0,0.0
100,1000,-200,0,3000,0,3000,0,150000.0
100,1000,0,1000,-200,1000,-200,0,200000.0
200,0,3000,0,3000,0,3000,0,-100000.0
200,0,3000,0,3000,0,3000,0,-100000.0
-200,1000,-300,1000,-400,1000,-200,0,1190000.0
-100,0,3000,0,3000,0,3000,0,200000.0
0,0,3000,0,3000,0,3000,0,100000.0
100,0,3000,0,3000,0,3000,0,0.0
0,0,3000,0,3000,0,3000,0,100000.0
200,500,-100,500,0,0,3000,0,-50000.0
-100,1000,-700,1000,-500,1000,0,0,1100000.0
-300,1000,-300,1000,-200,1000,-100,0,950000.0
100,0,3000,0,3000,0,3000,0,-50000.0
-500,1000,0,1000,-100,0,3000,0,700000.0
-400,1000,-400,0,3000,0,3000,0,760000.0
-300,1000,-100,1000,-100,1000,-100,0,500000.0
300,0,3000,0,3000,0,3000,0,-200000.0
0,1000,-700,1000,100,1000,-600,0,510000.0
-300,1000,-500,1000,-100,0,3000,0,850000.0
-100,1000,-400,1000,-100,1000,-500,0,1100000.0
200,1000,0,1000,-300,1000,0,0,155100.0
